[自我感受與描述, 資訊與知識]	曾經當過全台第一高樓，可惜不到一年
[自我感受與描述, 資訊與知識]	還好啦，海陸下基地常態，下好下滿。
[自我感受與描述, 認知與主觀印象]	哪有，我那時候去也是有垃圾，好像是白什麼的
[自我感受與描述, 認知與主觀印象]	2020搖搖筆好用阿 用了至少10年
[自我感受與描述, 外在與特徵, 認知與主觀印象]	我看都是醜的比較凶
[自我感受與描述]	還好我早就禿頭了
[自我感受與描述]	這時間人也太多
[自我感受與描述, 認知與主觀印象]	蓋醫院 蓋學校 怎麼感覺都想騙錢
[自我感受與描述]	喜歡裡面的糞便味道
[自我感受與描述]	我覺得超☆也很適合
[自我感受與描述]	可是我之前特價喝 覺得沒那個價@@"
[自我感受與描述]	一直說我好寂寞我好寂寞，我當下馬上轉台，然後轉頭
[自我感受與描述]	我錯惹，我願意露GG道歉 o'_'o
[自我感受與描述]	我現在好想回去當學生QQ
[自我感受與描述, 資訊與知識]	我覺得很好啊 上次跟同學去吃一直翻桌一直滿
[自我感受與描述]	聽起來像印度阿三的時間
[自我感受與描述]	我最後一次被人說斯文是國小了
[自我感受與描述]	好啦對不起 我還是愛你ㄉ
[自我感受與描述]	我最喜歡綁憲兵了
[自我感受與描述]	我覺得不會有台灣場的演唱會...
[自我感受與描述, 行動與命令]	我覺得你親自去過一次再下這些評論會比較好
[著重行為, 認知與主觀印象]	身為專業的肥宅 都會把脂肪放在身上
[著重行為]	我是來聽演歌的 這樣才有節慶的感覺 其他就算了
[著重行為]	還好我不是假假!喜歡女森!
[著重行為]	我兩個妹妹問說你到底在共三小
[著重行為, 認知與主觀印象]	剛在日本天堂玩一隻龍騎 初出生點真的重要
[著重行為]	小零 晚安 有空再一起做同步率的練習吧～
[著重行為]	我都在火車上吃著火鍋唱著歌
[著重行為]	還在加班，抒發一下
[著重行為, 外在與特徵]	我笑了 這就是勇迷水準 整天罵人垃圾
[著重行為]	我都特地去奮起湖的7-11買奮起湖便當
[著重行為]	我也可以一次吞好幾顆
[著重行為]	我有乙級結果現在去做烘焙啦哈哈
[著重行為, 認知與主觀印象]	我真的很喜歡看中國人罵人 超長變化又多 很精彩
[著重行為]	我最近都拉肚子
[著重行為, 行動與命令]	我已經在教室門口了  你最好重打新的東西
[著重行為, 資訊與知識]	我免役都自稱自宅守備員惹，替代役怎摸可能不是兵
[著重行為]	我是看潛龍諜影 old snake學的www
[著重行為]	我好幾年沒寫過選擇題了(痛哭)
[著重行為]	我都自己帶桌椅去學校
[著重行為]	我都唸costco
[外在與特徵]	因為屈原不是台灣人，是楚國人。
[外在與特徵, 資訊與知識]	爵士就是阿瑞斯 男主角最後死了
[外在與特徵]	達摩從頭到尾都是被動 (別人問他問題
[外在與特徵]	轉一萬次後說不定你比他們更厲害呢
[外在與特徵]	原住民又不是台灣人 台灣人要說台語
[外在與特徵]	柯P現代神醫，看胡夫人，勝文
[外在與特徵, 認知與主觀印象]	說穿ㄌ就是高空服務生 真他媽不知道在屌三小
[外在與特徵, 行動與命令, 認知與主觀印象]	GG 臭肥宅沒人約 笑你～
[外在與特徵, 認知與主觀印象]	肥宅還是去打手槍吧
[外在與特徵, 認知與主觀印象]	肥宅才看棒球　系壘一堆胖子
[外在與特徵, 認知與主觀印象]	載到肥宅會很痛苦
[外在與特徵, 認知與主觀印象]	母咪靈媒師 專門跟母咪溝通的肥宅
[外在與特徵]	如果以為選好科系就會變成比爾蓋茲那不如退學吧
[外在與特徵]	小愛很m耶
[外在與特徵]	幹，你余鐵雄喔？三十幾歲還在讀國中
[外在與特徵, 認知與主觀印象]	拿小說的事情說嘴 跟騎士團有87%像
[外在與特徵]	這樣都能崩潰 不小心聞到自由的空氣怎麼辦？
[行動與命令]	質感 劇本 成員 都差很多好嗎 不要拿腎結石來污辱這群人
[行動與命令, 認知與主觀印象]	哪個系不脫節...你問最不脫節的簡單多了...
[行動與命令, 認知與主觀印象]	你什麼時候有覺得政府交作業用的會準的錯覺？
[行動與命令, 資訊與知識]	你沒看美國考GRE GMAT都要考高深的英文
[行動與命令]	妮妮的媽媽很愛揍兔子布偶
[行動與命令]	不要浪費人家空間好嗎
[行動與命令]	帶那台十幾萬用一卡皮箱裝的水冷筆電 宅到出水
[行動與命令]	你被國際盜懶覺集團盯上了
[行動與命令]	這貓貓好可愛
[行動與命令, 資訊與知識]	HellKitty 麥當勞歡樂送 開門！
[行動與命令]	直接把雞塊塞進女店員的XX理阿
[行動與命令, 認知與主觀印象]	以前看很嘴的後來老婆都很安全型 現實就是那樣
[行動與命令, 認知與主觀印象]	了，野外採的母蟲大多都被幹翻好幾輪了
[行動與命令]	其實魯智深看上的是林沖娘子，原著有點到。
[行動與命令]	睡妳媽逼起來嗨
[行動與命令]	初音犯重婚罪不用負責咪
[行動與命令, 資訊與知識]	因為猴頭菇是雞肉做的啊！！！你竟然不知道！！！
[行動與命令]	快跟軍師說啊！
[行動與命令]	去問關注性平的家長團體啊
[行動與命令]	沒好處 每次鳥事第一個就想到你
[資訊與知識]	3D小當家有人會畫嗎
[資訊與知識]	他國事務..
[資訊與知識]	又缺水又缺電 所以水電又超貴的新加坡設廠
[資訊與知識]	先吃冷的海鮮生魚片 然後吃熱炸的海鮮 飲料不要喝太多
[資訊與知識]	日文肉捧的音譯啊
[資訊與知識]	本票字樣  金額  發票日  簽名
[資訊與知識]	以前在台灣超紅
[資訊與知識]	哪一本兒?
[資訊與知識]	一直愛愛愛不完
[資訊與知識]	什麼時候輪到近親婚姻..
[資訊與知識]	比大型包裹貴
[資訊與知識]	有的廉航的時間比一般航空還好  那當然買廉航
[資訊與知識]	兔兒神這是第一次聽到耶
[認知與主觀印象]	中華民國國歌..根本出山的節奏 國旗歌來當國歌還比較合適
[認知與主觀印象]	打不贏，會因為重力繞著肥宅做圓周運動
[認知與主觀印象]	不就抄國外的 AKB前戲就10分鐘的歌一堆
[認知與主觀印象]	高醫比台中哪兩所高啊?高醫不是只有醫類分數高嗎
[認知與主觀印象]	A槽3.5磁片 B槽5.5磁片 菜逼八沒看過吼
[認知與主觀印象]	就跟北韓要滅了美國一樣，有需要認真嗎？
[認知與主觀印象]	看了一本小說就說人家狼師，呵呵鬼島民智未開
[認知與主觀印象]	去中國就不用當人了
[認知與主觀印象]	下一個是華哥啦
[認知與主觀印象]	該去中國撈的不去
[認知與主觀印象]	有！真的有多
[認知與主觀印象]	執迷不悟拖時間 人不可能為誰改變 只會為自己改變
[認知與主觀印象]	其實都是內行人帶風向不想別人跟來
[認知與主觀印象]	完美聖人不可犯錯是吧?
[認知與主觀印象]	加入傑尼龜家族比較有希望
[認知與主觀印象]	歐漢升和歐巴馬有什麼關係？
